years_maddison,gdppc_maddison2016,years_broadberry,gdppc_broadberry,years_TED,gdppc_TED,years_q1,gdppc_q1,years_q2,gdppc_q2
,,,,,,1142.00,1518.678147,,
,,,,,,1143.00,1519.308014,,
,,,,,,1144.00,1519.937881,,
,,,,,,1145.00,1520.567748,,
,,,,,,1146.00,1521.197614,,
,,,,,,1147.00,1521.827481,,
,,,,,,1148.00,1522.457348,,
,,,,,,1149.00,1523.087215,,
,,,,,,1150.00,1523.717082,,
,,,,,,1151.00,1524.346949,,
,,,,,,1152.00,1524.976816,,
,,,,,,1153.00,1525.606683,,
,,,,,,1154.00,1526.23655,,
,,,,,,1155.00,1526.866417,,
,,,,,,1156.00,1527.496284,,
,,,,,,1157.00,1528.12615,,
,,,,,,1158.00,1528.756017,,
,,,,,,1159.00,1529.385884,,
,,,,,,1160.00,1530.015751,,
,,,,,,1161.00,1530.645618,,
,,,,,,1162.00,1531.275485,,
,,,,,,1163.00,1531.905352,,
,,,,,,1164.00,1532.535219,,
,,,,,,1165.00,1533.165086,,
,,,,,,1166.00,1533.794953,,
,,,,,,1167.00,1534.42482,,
,,,,,,1168.00,1535.054687,,
,,,,,,1169.00,1535.684553,,
,,,,,,1170.00,1536.31442,,
,,,,,,1171.00,1536.944287,,
,,,,,,1172.00,1537.574154,,
,,,,,,1173.00,1538.204021,,
,,,,,,1174.00,1538.833888,,
,,,,,,1175.00,1539.463755,,
,,,,,,1176.00,1540.093622,,
,,,,,,1177.00,1540.723489,,
,,,,,,1178.00,1541.353356,,
,,,,,,1179.00,1541.983223,,
,,,,,,1180.00,1542.613089,,
,,,,,,1181.00,1543.242956,,
,,,,,,1182.00,1543.872823,,
,,,,,,1183.00,1544.50269,,
,,,,,,1184.00,1545.132557,,
,,,,,,1185.00,1545.762424,,
,,,,,,1186.00,1546.392291,,
,,,,,,1187.00,1547.022158,,
,,,,,,1188.00,1547.652025,,
,,,,,,1189.00,1548.281892,,
,,,,,,1190.00,1548.911759,,
,,,,,,1191.00,1549.541625,,
,,,,,,1192.00,1550.171492,,
,,,,,,1193.00,1550.801359,,
,,,,,,1194.00,1551.431226,,
,,,,,,1195.00,1552.061093,,
,,,,,,1196.00,1552.69096,,
,,,,,,1197.00,1553.320827,,
,,,,,,1198.00,1553.950694,,
,,,,,,1199.00,1554.580561,,
,,,,,,1200.00,1555.210428,,
,,,,,,1201.00,1555.840295,,
,,,,,,1202.00,1556.470162,,
,,,,,,1203.00,1557.100028,,
,,,,,,1204.00,1557.729895,,
,,,,,,1205.00,1558.359762,,
,,,,,,1206.00,1558.989629,,
,,,,,,1207.00,1559.619496,,
,,,,,,1208.00,1560.249363,,
,,,,,,1209.00,1560.87923,,
,,,,,,1210.00,1561.509097,,
,,,,,,1211.00,1562.138964,,
,,,,,,1212.00,1562.768831,,
,,,,,,1213.00,1563.398698,,
,,,,,,1214.00,1564.028564,,
,,,,,,1215.00,1564.658431,,
,,,,,,1216.00,1565.288298,,
,,,,,,1217.00,1565.918165,,
,,,,,,1218.00,1566.548032,,
,,,,,,1219.00,1567.177899,,
,,,,,,1220.00,1567.807766,,
,,,,,,1221.00,1568.437633,,
,,,,,,1222.00,1569.0675,,
,,,,,,1223.00,1569.697367,,
,,,,,,1224.00,1570.327234,,
,,,,,,1225.00,1570.957101,,
,,,,,,1226.00,1571.586967,,
,,,,,,1227.00,1572.216834,,
,,,,,,1228.00,1572.846701,,
,,,,,,1229.00,1573.476568,,
,,,,,,1230.00,1574.106435,,
,,,,,,1231.00,1574.736302,,
,,,,,,1232.00,1575.366169,,
,,,,,,1233.00,1575.996036,,
,,,,,,1234.00,1576.625903,,
,,,,,,1235.00,1577.25577,,
,,,,,,1236.00,1577.885637,,
,,,,,,1237.00,1578.515503,,
,,,,,,1238.00,1579.14537,,
,,,,,,1239.00,1579.775237,,
,,,,,,1240.00,1580.405104,,
,,,,,,1241.00,1581.034971,,
,,,,,,1242.00,1581.664838,,
,,,,,,1243.00,1582.294705,,
,,,,,,1244.00,1582.924572,,
,,,,,,1245.00,1583.554439,,
,,,,,,1246.00,1584.184306,,
,,,,,,1247.00,1584.814173,,
,,,,,,1248.00,1585.444039,,
,,,,,,1249.00,1586.073906,,
,,,,,,1250.00,1586.703773,,
,,,,,,1251.00,1587.33364,,
,,,,,,1252.00,1587.963507,,
,,,,,,1253.00,1588.593374,,
,,,,,,1254.00,1589.223241,,
,,,,,,1255.00,1589.853108,,
,,,,,,1256.00,1590.482975,,
,,,,,,1257.00,1591.112842,,
,,,,,,1258.00,1591.742709,,
,,,,,,1259.00,1592.372576,,
,,,,,,1260.00,1593.002442,,
,,,,,,1261.00,1593.632309,,
,,,,,,1262.00,1594.262176,,
,,,,,,1263.00,1594.892043,,
,,,,,,1264.00,1595.52191,,
,,,,,,1265.00,1596.151777,,
,,,,,,1266.00,1596.781644,,
,,,,,,1267.00,1597.411511,,
,,,,,,1268.00,1598.041378,,
,,,,,,1269.00,1598.671245,,
,,,,,,1270.00,1599.301112,,
,,,,,,1271.00,1599.930978,,
,,,,,,1272.00,1600.560845,,
,,,,,,1273.00,1601.190712,,
,,,,,,1274.00,1601.820579,,
,,,,,,1275.00,1602.450446,,
,,,,,,1276.00,1603.080313,,
,,,,,,1277.00,1603.71018,,
,,,,,,1278.00,1604.340047,,
,,,,,,1279.00,1604.969914,,
,,,,,,1280.00,1605.599781,,
,,,,,,1281.00,1606.229648,,
,,,,,,1282.00,1606.859514,,
,,,,,,1283.00,1607.489381,,
,,,,,,1284.00,1608.119248,,
,,,,,,1285.00,1608.749115,,
,,,,,,1286.00,1609.378982,,
,,,,,,1287.00,1610.008849,,
,,,,,,1288.00,1610.638716,,
,,,,,,1289.00,1611.268583,,
,,,,,,1290.00,1611.89845,,
,,,,,,1291.00,1612.528317,,
,,,,,,1292.00,1613.158184,,
,,,,,,1293.00,1613.788051,,
,,,,,,1294.00,1614.417917,,
,,,,,,1295.00,1615.047784,,
,,,,,,1296.00,1615.677651,,
,,,,,,1297.00,1616.307518,,
,,,,,,1298.00,1616.937385,,
,,,,,,1299.00,1617.567252,,
,,,,,,1300.00,1550.098559,,
,,,,,,1301.00,1562.035079,,
,,,,,,1302.00,1562.15875,,
,,,,,,1303.00,1562.28242,,
,,,,,,1304.00,1562.406091,,
,,,,,,1305.00,1562.529761,,
,,,,,,1306.00,1562.653432,,
,,,,,,1307.00,1562.777103,,
,,,,,,1308.00,1562.900773,,
,,,,,,1309.00,1563.024444,,
,,,,,,1310.00,1563.148114,,
,,,,,,1311.00,1532.388382,,
,,,,,,1312.00,1543.11443,,
,,,,,,1313.00,1542.923167,,
,,,,,,1314.00,1558.016138,,
,,,,,,1315.00,1581.842958,,
,,,,,,1316.00,1581.651695,,
,,,,,,1317.00,1548.708501,,
,,,,,,1318.00,1548.517238,,
,,,,,,1319.00,1563.61021,,
,,,,,,1320.00,1541.584326,,
,,,,,,1321.00,1550.126912,,
,,,,,,1322.00,1508.449869,,
,,,,,,1323.00,1484.240524,,
,,,,,,1324.00,1501.516957,,
,,,,,,1325.00,1525.343777,,
,,,,,,1326.00,1531.702901,,
,,,,,,1327.00,1511.860479,,
,,,,,,1328.00,1492.018057,,
,,,,,,1329.00,1450.341015,,
,,,,,,1330.00,1454.516676,,
,,,,,,1331.00,1506.728503,,
,,,,,,1332.00,1526.188399,,
,,,,,,1333.00,1491.061743,,
,,,,,,1334.00,1482.136632,,
,,,,,,1335.00,1477.578445,,
,,,,,,1336.00,1497.03834,,
,,,,,,1337.00,1516.498236,,
,,,,,,1338.00,1503.206201,,
,,,,,,1339.00,1470.263007,,
,,,,,,1340.00,1496.273289,,
,,,,,,1341.00,1537.567805,,
,,,,,,1342.00,1506.808073,,
,,,,,,1343.00,1441.112948,,
,,,,,,1344.00,1440.921685,,
,,,,,,1345.00,1458.198119,,
,,,,,,1346.00,1423.071463,,
,,,,,,1347.00,1440.347896,,
,,,,,,1348.00,1447.844804,,
,,,,,,1349.00,1492.36846,,
,,,,,,1350.00,1588.249529,,
,,,,,,1351.00,1520.370942,,
,,,,,,1352.00,1456.859278,,
,,,,,,1353.00,1491.603409,,
,,,,,,1354.00,1532.897925,,
,,,,,,1355.00,1550.174359,,
,,,,,,1356.00,1569.634255,,
,,,,,,1357.00,1575.993378,,
,,,,,,1358.00,1602.00366,,
,,,,,,1359.00,1536.308535,,
,,,,,,1360.00,1560.135355,,
,,,,,,1361.00,1649.466037,,
,,,,,,1362.00,1662.375547,,
,,,,,,1363.00,1614.148118,,
,,,,,,1364.00,1644.525325,,
,,,,,,1365.00,1670.535607,,
,,,,,,1366.00,1611.390868,,
,,,,,,1367.00,1637.40115,,
,,,,,,1368.00,1514.93601,,
,,,,,,1369.00,1523.478596,,
,,,,,,1370.00,1335.509594,,
,,,,,,1371.00,1376.80411,,
,,,,,,1372.00,1418.098627,,
,,,,,,1373.00,1444.108909,,
,,,,,,1374.00,1328.194156,,
,,,,,,1375.00,1548.532563,,
,,,,,,1376.00,1465.369741,,
,,,,,,1377.00,1491.380023,,
,,,,,,1378.00,1434.418746,,
,,,,,,1379.00,1412.392862,,
,,,,,,1380.00,1575.961256,,
,,,,,,1381.00,1532.100751,,
,,,,,,1382.00,1545.010261,,
,,,,,,1383.00,1492.415908,,
,,,,,,1384.00,1487.857721,,
,,,,,,1385.00,1505.134155,,
,,,,,,1386.00,1498.392505,,
,,,,,,1387.00,1568.072029,,
,,,,,,1388.00,1482.725745,,
,,,,,,1389.00,1449.782551,,
,,,,,,1390.00,1467.058985,,
,,,,,,1391.00,1473.418108,,
,,,,,,1392.00,1442.658376,,
,,,,,,1393.00,1505.787513,,
,,,,,,1394.00,1597.301658,,
,,,,,,1395.00,1570.90885,,
,,,,,,1396.00,1544.516042,,
,,,,,,1397.00,1537.774393,,
,,,,,,1398.00,1520.115433,,
,,,,,,1399.00,1530.841481,,
,,,,,,1400.00,1678.251756,,
,,,,,,1401.00,1619.9809,,
,,,,,,1402.00,1593.588092,,
,,,,,,1403.00,1678.551851,,
,,,,,,1404.00,1654.342505,,
,,,,,,1405.00,1566.812759,,
,,,,,,1406.00,1584.089193,,
,,,,,,1407.00,1555.512923,,
,,,,,,1408.00,1544.404349,,
,,,,,,1409.00,1550.763473,,
,,,,,,1410.00,1626.993382,,
,,,,,,1411.00,1539.463636,,
,,,,,,1412.00,1489.052746,,
,,,,,,1413.00,1781.445401,,
,,,,,,1414.00,1704.832966,,
,,,,,,1415.00,1617.30322,,
,,,,,,1416.00,1542.874246,,
,,,,,,1417.00,1571.06799,,
,,,,,,1418.00,1660.398673,,
,,,,,,1419.00,1623.088554,,
,,,,,,1420.00,1563.943815,,
,,,,,,1421.00,1635.806801,,
,,,,,,1422.00,1738.238256,,
,,,,,,1423.00,1707.478524,,
,,,,,,1424.00,1753.139965,,
,,,,,,1425.00,1672.160605,,
,,,,,,1426.00,1650.134721,,
,,,,,,1427.00,1663.044231,,
,,,,,,1428.00,1765.475685,,
,,,,,,1429.00,1760.917498,,
,,,,,,1430.00,1703.956221,,
,,,,,,1431.00,1583.674544,,
,,,,,,1432.00,1537.630577,,
,,,,,,1433.00,1653.162805,,
,,,,,,1434.00,1672.622701,,
,,,,,,1435.00,1657.147203,,
,,,,,,1436.00,1604.55285,,
,,,,,,1437.00,1661.131601,,
,,,,,,1438.00,1658.756876,,
,,,,,,1439.00,1573.410592,,
,,,,,,1440.00,1573.219329,,
,,,,,,1441.00,1568.661142,,
,,,,,,1442.00,1505.149479,,
,,,,,,1443.00,1659.984024,,
,,,,,,1444.00,1609.573133,,
,,,,,,1445.00,1659.601498,,
,,,,,,1446.00,1633.20869,,
,,,,,,1447.00,1750.92438,,
,,,,,,1448.00,1715.797724,,
,,,,,,1449.00,1717.789923,,
,,,,,,1450.00,1748.870612,,
,,,,,,1451.00,1636.6193,,
,,,,,,1452.00,1669.179968,,
,,,,,,1453.00,1668.988705,,
,,,,,,1454.00,1646.962822,,
,,,,,,1455.00,1598.735393,,
,,,,,,1456.00,1554.874888,,
,,,,,,1457.00,1548.133239,,
,,,,,,1458.00,1665.848929,,
,,,,,,1459.00,1715.877294,,
,,,,,,1460.00,1763.722196,,
,,,,,,1461.00,1763.530934,,
,,,,,,1462.00,1717.486967,,
,,,,,,1463.00,1675.809925,,
,,,,,,1464.00,1562.078633,,
,,,,,,1465.00,1555.336984,,
,,,,,,1466.00,1555.145721,,
,,,,,,1467.00,1570.238693,,
,,,,,,1468.00,1613.716672,,
,,,,,,1469.00,1626.626181,,
,,,,,,1470.00,1683.204933,,
,,,,,,1471.00,1667.729435,,
,,,,,,1472.00,1615.135082,,
,,,,,,1473.00,1538.522646,,
,,,,,,1474.00,1518.680225,,
,,,,,,1475.00,1529.406272,,
,,,,,,1476.00,1503.013464,,
,,,,,,1477.00,1518.106436,,
,,,,,,1478.00,1561.584415,,
,,,,,,1479.00,1541.741993,,
,,,,,,1480.00,1552.468041,,
,,,,,,1481.00,1550.093316,,
,,,,,,1482.00,1480.031266,,
,,,,,,1483.00,1449.271534,,
,,,,,,1484.00,1497.116437,,
,,,,,,1485.00,1553.695188,,
,,,,,,1486.00,1518.568532,,
,,,,,,1487.00,1509.643421,,
,,,,,,1488.00,1518.186006,,
,,,,,,1489.00,1542.012826,,
,,,,,,1490.00,1511.253094,,
,,,,,,1491.00,1532.896452,,
,,,,,,1492.00,1563.273658,,
,,,,,,1493.00,1543.431237,,
,,,,,,1494.00,1488.653422,,
,,,,,,1495.00,1488.462159,,
,,,,,,1496.00,1420.583571,,
,,,,,,1497.00,1437.860005,,
,,,,,,1498.00,1481.337984,,
,,,,,,1499.00,1492.064031,,
,,,,,,1500.00,1470.078652,,
,,,,,,1501.00,1452.379188,,
,,,,,,1502.00,1441.270615,,
,,,,,,1503.00,1447.629738,,
,,,,,,1504.00,1405.952696,,
,,,,,,1505.00,1462.531447,,
,,,,,,1506.00,1534.394433,,
,,,,,,1507.00,1527.652783,,
,,,,,,1508.00,1560.213452,,
,,,,,,1509.00,1564.389113,,
,,,,,,1510.00,1586.032471,,
,,,,,,1511.00,1529.071194,,
,,,,,,1512.00,1544.164166,,
,,,,,,1513.00,1567.990986,,
,,,,,,1514.00,1543.78164,,
,,,,,,1515.00,1521.755756,,
,,,,,,1516.00,1534.665266,,
,,,,,,1517.00,1586.877093,,
,,,,,,1518.00,1593.236216,,
,,,,,,1519.00,1566.843408,,
,,,,,,1520.00,1531.716752,,
,,,,,,1521.00,1468.205089,,
,,,,,,1522.00,1459.279977,,
,,,,,,1523.00,1472.189487,,
,,,,,,1524.00,1565.887094,,
,,,,,,1525.00,1561.328906,,
,,,,,,1526.00,1480.349547,,
,,,,,,1527.00,1416.837883,,
,,,,,,1528.00,1407.912772,,
,,,,,,1529.00,1449.207289,,
,,,,,,1530.00,1409.713708,,
,,,,,,1531.00,1431.357066,,
,,,,,,1532.00,1428.982341,,
,,,,,,1533.00,1420.05723,,
,,,,,,1534.00,1522.488685,,
,,,,,,1535.00,1550.682429,,
,,,,,,1536.00,1526.473083,,
,,,,,,1537.00,1541.566055,,
,,,,,,1538.00,1464.953619,,
,,,,,,1539.00,1401.441956,,
,,,,,,1540.00,1431.819162,,
,,,,,,1541.00,1512.415996,,
,,,,,,1542.00,1520.958582,,
,,,,,,1543.00,1483.648463,,
,,,,,,1544.00,1490.007587,,
,,,,,,1545.00,1474.532089,,
,,,,,,1546.00,1522.376992,,
,,,,,,1547.00,1432.663784,,
,,,,,,1548.00,1434.655983,,
,,,,,,1549.00,1471.583576,,
,,,,,,1550.00,1423.356147,,
,,,,,,1551.00,1449.366429,,
,,,,,,1552.00,1508.128642,,
,,,,,,1553.00,1475.185448,,
,,,,,,1554.00,1392.022626,,
,,,,,,1555.00,1378.730591,,
,,,,,,1556.00,1409.107797,,
,,,,,,1557.00,1387.081913,,
,,,,,,1558.00,1402.174885,,
,,,,,,1559.00,1388.882849,,
,,,,,,1560.00,1419.260056,,
,,,,,,1561.00,1423.435717,,
,,,,,,1562.00,1375.208288,,
,,,,,,1563.00,1451.438198,,
,,,,,,1564.00,1414.12808,,
,,,,,,1565.00,1422.670665,,
,,,,,,1566.00,1433.396713,,
,,,,,,1567.00,1479.058154,,
,,,,,,1568.00,1437.381111,,
,,,,,,1569.00,1389.153682,,
,,,,,,1570.00,1399.959797,,
,,,,,,1571.00,1414.972702,,
,,,,,,1572.00,1423.515287,,
,,,,,,1573.00,1449.525569,,
,,,,,,1574.00,1444.967382,,
,,,,,,1575.00,1422.941498,,
,,,,,,1576.00,1446.768318,,
,,,,,,1577.00,1435.659745,,
,,,,,,1578.00,1422.36771,,
,,,,,,1579.00,1393.79144,,
,,,,,,1580.00,1397.967101,,
,,,,,,1581.00,1415.243535,,
,,,,,,1582.00,1417.235734,,
,,,,,,1583.00,1430.145243,,
,,,,,,1584.00,1416.853208,,
,,,,,,1585.00,1403.561173,,
,,,,,,1586.00,1407.736834,,
,,,,,,1587.00,1418.462881,,
,,,,,,1588.00,1420.455081,,
,,,,,,1589.00,1402.796121,,
,,,,,,1590.00,1378.586775,,
,,,,,,1591.00,1358.744354,,
,,,,,,1592.00,1365.103477,,
,,,,,,1593.00,1397.664145,,
,,,,,,1594.00,1380.005186,,
,,,,,,1595.00,1377.630461,,
,,,,,,1596.00,1342.503804,,
,,,,,,1597.00,1357.596776,,
,,,,,,1598.00,1377.056672,,
,,,,,,1599.00,1405.250416,,
,,,,,,1600.00,1305.423631,,
,,,,,,1601.00,1350.281338,,
,,,,,,1602.00,1354.456999,,
,,,,,,1603.00,1384.834206,,
,,,,,,1604.00,1362.808322,,
,,,,,,1605.00,1369.167445,,
,,,,,,1606.00,1347.141562,,
,,,,,,1607.00,1351.317223,,
,,,,,,1608.00,1372.960581,,
,,,,,,1609.00,1403.337787,,
,,,,,,1610.00,1422.797683,,
,,,,,,1611.00,1413.872572,,
,,,,,,1612.00,1402.763998,,
,,,,,,1613.00,1398.205811,,
,,,,,,1614.00,1406.748397,,
,,,,,,1615.00,1393.456361,,
,,,,,,1616.00,1419.466643,,
,,,,,,1617.00,1406.174608,,
,,,,,,1618.00,1381.965262,,
,,,,,,1619.00,1388.324385,,
,,,,,,1620.00,1407.784281,,
,,,,,,1621.00,1438.161487,,
,,,,,,1622.00,1427.052914,,
,,,,,,1623.00,1424.678189,,
,,,,,,1624.00,1431.037312,,
,,,,,,1625.00,1454.864132,,
,,,,,,1626.00,1441.572097,,
,,,,,,1627.00,1412.995827,,
,,,,,,1628.00,1384.419557,,
,,,,,,1629.00,1373.310984,,
,,,,,,1630.00,1416.788963,,
,,,,,,1631.00,1458.083479,,
,,,,,,1632.00,1501.561458,,
,,,,,,1633.00,1499.186733,,
,,,,,,1634.00,1512.096242,,
,,,,,,1635.00,1426.749958,,
,,,,,,1636.00,1444.026392,,
,,,,,,1637.00,1472.220136,,
,,,,,,1638.00,1506.964267,,
,,,,,,1639.00,1506.773004,,
,,,,,,1640.00,1524.049437,,
,,,,,,1641.00,1541.325871,,
,,,,,,1642.00,1488.731518,,
,,,,,,1643.00,1442.687552,,
,,,,,,1644.00,1444.679751,,
,,,,,,1645.00,1470.690033,,
,,,,,,1646.00,1479.232618,,
,,,,,,1647.00,1441.9225,,
,,,,,,1648.00,1408.979306,,
,,,,,,1649.00,1393.503809,,
,,,,,,1650.00,1336.391328,,
,,,,,,1651.00,1458.625145,,
,,,,,,1652.00,1464.984268,,
,,,,,,1653.00,1456.059157,,
,,,,,,1654.00,1464.601743,,
,,,,,,1655.00,1466.593942,,
,,,,,,1656.00,1444.568058,,
,,,,,,1657.00,1422.542174,,
,,,,,,1658.00,1415.800525,,
,,,,,,1659.00,1415.609262,,
,,,,,,1660.00,1428.518772,,
,,,,,,1661.00,1443.611744,,
,,,,,,1662.00,1449.970867,,
,,,,,,1663.00,1447.596142,,
,,,,,,1664.00,1445.221417,,
,,,,,,1665.00,1453.764002,,
,,,,,,1666.00,1475.40736,,
,,,,,,1667.00,1477.399559,,
,,,,,,1668.00,1468.474448,,
,,,,,,1669.00,1442.08164,,
,,,,,,1670.00,1430.973067,,
,,,,,,1671.00,1441.699115,,
,,,,,,1672.00,1448.058238,,
,,,,,,1673.00,1452.233899,,
,,,,,,1674.00,1445.49225,,
,,,,,,1675.00,1403.815208,,
,,,,,,1676.00,1410.174331,,
,,,,,,1677.00,1383.781523,,
,,,,,,1678.00,1383.59026,,
,,,,,,1679.00,1398.683232,,
,,,,,,1680.00,1400.675431,,
,,,,,,1681.00,1420.135327,,
,,,,,,1682.00,1428.677912,,
,,,,,,1683.00,1435.037035,,
,,,,,,1684.00,1410.82769,,
,,,,,,1685.00,1377.884496,,
,,,,,,1686.00,1397.344391,,
,,,,,,1687.00,1434.271984,,
,,,,,,1688.00,1427.530335,,
,,,,,,1689.00,1425.15561,,
,,,,,,1690.00,1381.295105,,
,,,,,,1691.00,1383.287304,,
,,,,,,1692.00,1400.563738,,
,,,,,,1693.00,1391.638627,,
,,,,,,1694.00,1365.245819,,
,,,,,,1695.00,1356.320708,,
,,,,,,1696.00,1358.312907,,
,,,,,,1697.00,1366.855492,,
,,,,,,1698.00,1388.49885,,
,,,,,,1699.00,1394.857974,,
,,,,,,1700.00,1415.193645,,
,,,,,,1701.00,1409.759682,,
,,,,,,1702.00,1405.201495,,
,,,,,,1703.00,1413.744081,,
,,,,,,1704.00,1417.919742,,
,,,,,,1705.00,1419.911941,,
,,,,,,1706.00,1410.98683,,
,,,,,,1707.00,1432.630188,,
,,,,,,1708.00,1430.255463,,
,,,,,,1709.00,1388.57842,,
,,,,,,1710.00,1432.056399,,
,,,,,,1711.00,1471.167454,,
,,,,,,1712.00,1479.710039,,
,,,,,,1713.00,1479.518776,,
,,,,,,1714.00,1490.244824,,
,,,,,,1715.00,1474.769326,,
,,,,,,1716.00,1472.394601,,
,,,,,,1717.00,1478.753724,,
,,,,,,1718.00,1472.012075,,
,,,,,,1719.00,1493.655433,,
,,,,,,1720.00,1534.94995,,
,,,,,,1721.00,1523.841377,,
,,,,,,1722.00,1517.099727,,
,,,,,,1723.00,1547.476934,,
,,,,,,1724.00,1566.936829,,
,,,,,,1725.00,1527.443249,,
,,,,,,1726.00,1509.784289,,
,,,,,,1727.00,1527.060723,,
,,,,,,1728.00,1531.236384,,
,,,,,,1729.00,1533.228584,,
,,,,,,1730.00,1517.753086,,
,,,,,,1731.00,1489.176816,,
,,,,,,1732.00,1497.719402,,
,,,,,,1733.00,1445.125049,,
,,,,,,1734.00,1416.548779,,
,,,,,,1735.00,1427.274826,,
,,,,,,1736.00,1444.55126,,
,,,,,,1737.00,1470.561542,,
,,,,,,1738.00,1476.920665,,
,,,,,,1739.00,1478.912865,,
,,,,,,1740.00,1456.886981,,
,,,,,,1741.00,1445.778408,,
,,,,,,1742.00,1465.238303,,
,,,,,,1743.00,1458.496654,,
,,,,,,1744.00,1460.488853,,
,,,,,,1745.00,1455.930666,,
,,,,,,1746.00,1427.354396,,
,,,,,,1747.00,1414.062361,,
,,,,,,1748.00,1420.421484,,
,,,,,,1749.00,1442.064842,,
,,,,,,1750.00,1470.078652,,
,,,,,,1751.00,1432.948468,,
,,,,,,1752.00,1450.224902,,
,,,,,,1753.00,1489.335956,,
,,,,,,1754.00,1489.144694,,
,,,,,,1755.00,1469.302272,,
,,,,,,1756.00,1458.193699,,
,,,,,,1757.00,1458.002436,,
,,,,,,1758.00,1464.361559,,
,,,,,,1759.00,1461.986834,,
,,,,,,1760.00,1477.079806,,
,,,,,,1761.00,1485.622391,,
,,,,,,1762.00,1489.798052,,
,,,,,,1763.00,1474.322555,,
,,,,,,1764.00,1456.663595,,
,,,,,,1765.00,1441.188098,,
,,,,,,1766.00,1412.611828,,
,,,,,,1767.00,1425.521337,,
,,,,,,1768.00,1438.430847,,
,,,,,,1769.00,1446.973432,,
,,,,,,1770.00,1409.663314,,
,,,,,,1771.00,1402.921665,,
,,,,,,1772.00,1380.895781,,
,,,,,,1773.00,1385.071443,,
,,,,,,1774.00,1373.962869,,
,,,,,,1775.00,1365.037758,,
,,,,,,1776.00,1397.598426,,
,,,,,,1777.00,1375.572543,,
,,,,,,1778.00,1357.913583,,
,,,,,,1779.00,1388.290789,,
,,,,,,1780.00,1416.484533,,
,,,,,,1781.00,1396.642112,,
,,,,,,1782.00,1385.533538,,
,,,,,,1783.00,1376.608427,,
,,,,,,1784.00,1374.233702,,
,,,,,,1785.00,1382.776288,,
,,,,,,1786.00,1391.318873,,
,,,,,,1787.00,1371.476451,,
,,,,,,1788.00,1386.569423,,
,,,,,,1789.00,1384.194698,,
,,,,,,1790.00,1349.068042,,
,,,,,,1791.00,1361.977551,,
,,,,,,1792.00,1366.153213,,
,,,,,,1793.00,1344.127329,,
,,,,,,1794.00,1352.669914,,
,,,,,,1795.00,1372.12981,,
,,,,,,1796.00,1374.122009,,
,,,,,,1797.00,1382.664595,,
,,,,,,1798.00,1397.757566,,
,,,,,,1799.00,1375.731683,,
,,,,,,1800.00,1305.423631,,
,,,,,,1801.00,1331.679915,,
,,,,,,1802.00,1353.323273,,
,,,,,,1803.00,1372.783169,,
,,,,,,1804.00,1403.160375,,
,,,,,,1805.00,1378.951029,,
,,,,,,1806.00,1396.227463,,
,,,,,,1807.00,1398.219662,,
,,,,,,1808.00,1439.514179,,
,,,,,,1809.00,1443.68984,,
,,,,,,1810.00,1382.361639,,
,,,,,,1811.00,1358.152293,,
,,,,,,1812.00,1373.245265,,
,,,,,,1813.00,1392.705161,,
,,,,,,1814.00,1401.247746,,
,,,,,,1815.00,1368.304552,,
,,,,,,1816.00,1357.195979,,
,,,,,,1817.00,1363.555102,,
,,,,,,1818.00,1417.950391,,
,,,,,,1819.00,1411.208742,,
,,,,,,1820.00,1445.661342,,
,,,,,,1821.00,1397.725444,,
,,,,,,1822.00,1406.268029,,
,,,,,,1823.00,1412.627153,,
,,,,,,1824.00,1432.087048,,
,,,,,,1825.00,1420.978475,,
,,,,,,1826.00,1442.621833,,
,,,,,,1827.00,1429.329798,,
,,,,,,1828.00,1420.404686,,
,,,,,,1829.00,1418.029961,,
,,,,,,1830.00,1406.921388,,
,,,,,,1831.00,1432.93167,,
,,,,,,1832.00,1439.290793,,
,,,,,,1833.00,1443.466455,,
,,,,,,1834.00,1449.825578,,
,,,,,,1835.00,1471.468936,,
,,,,,,1836.00,1412.324197,,
,,,,,,1837.00,1392.481775,,
,,,,,,1838.00,1403.207823,,
,,,,,,1839.00,1396.466174,,
,,,,,,1840.00,1420.292993,,
,,,,,,1841.00,1435.385965,,
,,,,,,1842.00,1441.745088,,
,,,,,,1843.00,1402.251508,,
,,,,,,1844.00,1402.060245,,
,,,,,,1845.00,1408.419369,,
,,,,,,1846.00,1401.677719,,
,,,,,,1847.00,1384.01876,,
,,,,,,1848.00,1403.478656,,
,,,,,,1849.00,1398.920469,,
,,,,,,1850.00,1417.377107,,
,,,,,,1851.00,1484.754215,,
,,,,,,1852.00,1462.919594,,
,,,,,,1853.00,1432.351125,,
,,,,,,1854.00,1336.278793,,
,,,,,,1855.00,1349.379566,,
,,,,,,1856.00,1353.74649,,
,,,,,,1857.00,1462.919594,,
,,,,,,1858.00,1519.689608,,
,,,,,,1859.00,1471.653442,,
,,,,,,1860.00,1462.919594,,
,,,,,,1861.00,1454.185746,,
,,,,,,1862.00,1497.854987,,
,,,,,,1863.00,1528.423456,,
,,,,,,1864.00,1502.221912,,
,,,,,,1865.00,1580.826546,,
,,,,,,1866.00,1471.653442,,
,,,,,,1867.00,1484.754215,,
,,,,,,1868.00,1493.488063,,
,,,,,,1869.00,1532.790381,,
,,,,,,1870.00,1607.028091,,
,,,,,,1871.00,1598.362473,,
,,,,,,1872.00,1474.342573,,
,,,,,,1873.00,1467.519545,,
,,,,,,1874.00,1543.710021,,
